3,3,1850.00,67.30,66.30,160.98,0.5096,-1,-1,-1
3,7,538.00,286.79,103.70,224.00,0.5096,-1,-1,-1
3,17,580.58,70.61,62.96,161.88,0.5096,-1,-1,-1
3,18,1019.28,149.02,61.39,175.77,0.5096,-1,-1,-1
3,19,85.21,305.98,86.00,141.72,0.5096,-1,-1,-1
3,20,174.79,390.51,67.49,144.49,0.5096,-1,-1,-1
3,22,1164.21,90.72,70.08,142.59,0.5096,-1,-1,-1
3,23,313.91,164.41,75.30,176.87,0.5096,-1,-1,-1
3,28,393.60,216.59,73.77,176.21,0.5096,-1,-1,-1
3,30,465.56,176.32,70.09,148.37,0.5096,-1,-1,-1
3,31,447.16,24.69,64.09,153.97,0.5096,-1,-1,-1
3,32,490.13,115.88,63.58,149.50,0.5096,-1,-1,-1
3,33,1307.70,128.55,60.21,165.07,0.5096,-1,-1,-1
3,34,240.00,159.10,66.70,186.60,0.5096,-1,-1,-1
3,36,419.44,102.53,60.30,172.78,0.5096,-1,-1,-1
3,37,36.90,1.49,43.40,65.81,0.5096,-1,-1,-1
3,38,291.73,14.16,48.12,145.54,0.5096,-1,-1,-1
3,40,822.07,18.58,48.11,124.60,0.5096,-1,-1,-1
3,44,894.12,109.52,53.97,162.00,0.5096,-1,-1,-1
3,48,723.50,109.90,69.90,189.40,0.5096,-1,-1,-1
3,54,942.90,47.20,55.70,160.50,0.5096,-1,-1,-1
4,3,1850.00,67.81,66.21,160.69,0.5096,-1,-1,-1
4,4,1708.81,315.62,71.94,147.69,0.5096,-1,-1,-1
4,6,1244.91,317.59,65.08,191.64,0.5096,-1,-1,-1
4,7,538.90,286.55,102.59,224.30,0.5096,-1,-1,-1
4,8,823.89,186.95,69.70,188.06,0.5096,-1,-1,-1
4,9,168.78,670.73,57.99,61.97,0.5096,-1,-1,-1
4,10,528.79,57.60,64.61,166.82,0.5096,-1,-1,-1
4,11,260.41,353.00,84.00,165.79,0.5096,-1,-1,-1
4,12,1315.90,251.19,62.99,176.72,0.5096,-1,-1,-1
4,13,1349.54,114.14,61.00,155.89,0.5096,-1,-1,-1
4,14,632.01,152.64,88.24,175.19,0.5096,-1,-1,-1
4,15,1390.24,199.28,68.68,152.51,0.5096,-1,-1,-1
4,16,335.72,121.06,69.70,172.68,0.5096,-1,-1,-1
4,17,580.11,70.73,62.67,161.62,0.5096,-1,-1,-1
4,18,1022.80,150.21,61.27,177.34,0.5096,-1,-1,-1
4,19,84.85,305.69,86.30,142.10,0.5096,-1,-1,-1
4,20,174.55,390.66,67.34,144.64,0.5096,-1,-1,-1
4,21,377.51,296.26,71.00,161.50,0.5096,-1,-1,-1
4,22,1164.45,91.10,69.46,143.01,0.5096,-1,-1,-1
4,23,301.04,185.59,74.01,173.91,0.5096,-1,-1,-1
4,24,187.32,79.17,58.12,157.51,0.5096,-1,-1,-1
4,25,1088.20,155.10,59.00,138.97,0.5096,-1,-1,-1
4,26,1431.92,128.95,56.00,150.79,0.5096,-1,-1,-1
4,27,879.40,196.30,58.70,170.49,0.5096,-1,-1,-1
4,28,394.62,216.71,72.64,175.25,0.5096,-1,-1,-1
4,29,258.14,219.52,67.36,169.78,0.5096,-1,-1,-1
4,30,467.79,176.52,69.16,149.46,0.5096,-1,-1,-1
4,31,445.61,21.78,63.76,151.58,0.5096,-1,-1,-1
4,32,491.29,115.92,63.71,149.05,0.5096,-1,-1,-1
4,33,1308.09,126.88,61.65,167.75,0.5096,-1,-1,-1
4,34,239.70,160.27,66.49,181.62,0.5096,-1,-1,-1
4,35,270.90,63.09,55.00,167.02,0.5096,-1,-1,-1
4,36,419.91,104.17,60.51,172.55,0.5096,-1,-1,-1
4,37,36.93,1.34,42.38,66.77,0.5096,-1,-1,-1
4,38,294.81,12.31,48.68,142.38,0.5096,-1,-1,-1
4,39,7.59,379.04,60.11,183.82,0.5096,-1,-1,-1
4,40,822.35,18.11,48.68,124.72,0.5096,-1,-1,-1
4,44,891.98,112.66,55.18,163.80,0.5096,-1,-1,-1
4,45,360.51,398.00,71.09,203.48,0.5096,-1,-1,-1
4,46,223.79,416.01,55.00,121.11,0.5096,-1,-1,-1
4,47,782.14,215.35,62.35,161.55,0.5096,-1,-1,-1
4,48,719.15,117.73,73.23,189.28,0.5096,-1,-1,-1
4,50,372.65,43.00,64.23,171.44,0.5096,-1,-1,-1
4,51,210.67,19.85,55.22,152.34,0.5096,-1,-1,-1
4,54,955.23,69.64,56.69,163.35,0.5096,-1,-1,-1
4,63,1257.16,315.25,60.11,184.65,0.5096,-1,-1,-1
4,87,608.50,109.30,76.90,161.30,0.5096,-1,-1,-1
5,3,1850.00,68.47,66.15,159.88,0.5096,-1,-1,-1
5,6,1227.24,331.81,64.46,172.55,0.5096,-1,-1,-1
5,7,539.23,286.39,102.41,224.21,0.5096,-1,-1,-1
5,11,260.89,353.00,84.00,165.55,0.5096,-1,-1,-1
5,15,1390.17,199.50,67.28,150.86,0.5096,-1,-1,-1
5,16,333.10,129.14,69.49,173.38,0.5096,-1,-1,-1
5,17,579.77,71.11,61.27,161.13,0.5096,-1,-1,-1
5,18,1012.06,141.45,61.49,175.44,0.5096,-1,-1,-1
5,19,84.89,305.48,86.21,141.77,0.5096,-1,-1,-1
5,20,174.69,390.76,67.24,144.45,0.5096,-1,-1,-1
5,22,1164.61,91.37,69.02,143.01,0.5096,-1,-1,-1
5,27,878.08,196.21,59.09,170.64,0.5096,-1,-1,-1
5,28,395.93,217.70,72.15,174.87,0.5096,-1,-1,-1
5,30,467.85,176.97,68.21,148.72,0.5096,-1,-1,-1
5,31,444.23,20.65,63.53,151.11,0.5096,-1,-1,-1
5,32,492.40,115.34,64.69,149.04,0.5096,-1,-1,-1
5,33,1307.76,126.02,62.05,169.32,0.5096,-1,-1,-1
5,34,239.49,159.29,65.74,179.93,0.5096,-1,-1,-1
5,36,433.44,93.92,59.16,166.68,0.5096,-1,-1,-1
5,37,36.65,1.24,41.67,66.84,0.5096,-1,-1,-1
5,38,296.97,11.32,49.08,139.26,0.5096,-1,-1,-1
5,39,9.81,382.03,61.58,181.17,0.5096,-1,-1,-1
5,40,821.64,18.67,48.77,124.20,0.5096,-1,-1,-1
5,44,893.49,108.86,54.83,164.16,0.5096,-1,-1,-1
5,45,360.66,398.60,71.66,203.64,0.5096,-1,-1,-1
5,46,223.85,415.71,54.70,121.38,0.5096,-1,-1,-1
5,48,717.61,122.91,74.36,188.00,0.5096,-1,-1,-1
5,57,931.27,258.00,75.30,203.43,0.5096,-1,-1,-1
5,59,1756.44,237.42,67.14,154.14,0.5096,-1,-1,-1
5,60,1702.03,315.40,73.84,148.40,0.5096,-1,-1,-1
5,61,823.70,190.09,68.89,185.77,0.5096,-1,-1,-1
5,63,1250.21,314.58,63.68,188.65,0.5096,-1,-1,-1
5,65,1314.91,248.48,62.98,178.63,0.5096,-1,-1,-1
5,66,527.91,57.00,64.98,169.81,0.5096,-1,-1,-1
5,67,1351.62,116.01,63.22,155.64,0.5096,-1,-1,-1
5,71,1434.22,132.96,56.09,145.37,0.5096,-1,-1,-1
5,72,631.57,155.41,85.24,173.71,0.5096,-1,-1,-1
5,73,164.38,666.91,57.86,66.09,0.5096,-1,-1,-1
5,75,378.30,295.02,70.91,160.75,0.5096,-1,-1,-1
5,76,352.46,80.88,69.97,186.72,0.5096,-1,-1,-1
5,78,274.12,234.86,69.02,166.30,0.5096,-1,-1,-1
5,80,1031.89,156.54,61.77,181.23,0.5096,-1,-1,-1
5,83,270.51,55.15,54.58,163.70,0.5096,-1,-1,-1
5,84,1353.71,1.00,50.21,103.03,0.5096,-1,-1,-1
5,85,190.55,50.37,62.22,157.99,0.5096,-1,-1,-1
5,86,188.30,141.51,56.60,144.68,0.5096,-1,-1,-1
5,87,607.15,109.21,77.53,160.01,0.5096,-1,-1,-1
5,88,1089.34,153.99,57.59,138.01,0.5096,-1,-1,-1
5,147,740.58,68.71,58.00,179.77,0.5096,-1,-1,-1
6,3,1849.70,68.33,66.40,159.92,0.5096,-1,-1,-1
6,6,1214.27,340.87,65.22,161.28,0.5096,-1,-1,-1
6,7,539.46,286.57,102.29,224.15,0.5096,-1,-1,-1
6,11,262.12,352.70,83.70,166.59,0.5096,-1,-1,-1
6,14,646.11,157.55,81.87,174.23,0.5096,-1,-1,-1
6,16,333.97,133.90,69.64,176.26,0.5096,-1,-1,-1
